text,label,language,source
We received your request. A representative will contact you within 2 business days. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Safe,EN,Kaggle (phishing collections) (sanitized)
"Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from SpamAssassin (public corpus)) If you have questions, reply to this email.",Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. For support, contact helpdesk.",Safe,EN,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Phishing,EN,HuggingFace (phishing datasets) (sanitized)
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं। If you have questions, reply to this email.",Safe,HI,synthetic
"We received your request. A representative will contact you within 2 business days. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Safe,EN,Enron (public corpus) (sanitized)
"Dear Customer, Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.",Phishing,EN,synthetic
"Dear Customer, Password reset requested. Reset using: [LINK]. This expires in 24 hours.",Phishing,EN,synthetic
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
"Attention: तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"नोटिस: Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,HI,SpamAssassin (public corpus) (sanitized)
"Dear Customer, आपने इनाम जीता! प्राप्त करने के लिए [LINK] पर फॉर्म भरें। For support, contact helpdesk.",Phishing,HI,synthetic
"स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। If you have questions, reply to this email.",Safe,HI,synthetic
"नोटिस: Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from Enron (public corpus)) Sent from our secure servers.",Phishing,HI,Enron (public corpus) (sanitized)
"Hello, Password reset requested. Reset using: [LINK]. This expires in 24 hours. If you have questions, reply to this email.",Phishing,EN,synthetic
"Your subscription has been renewed successfully. No action needed. If you have questions, reply to this email.",Safe,EN,synthetic
"स्मरण: प्रस्तुति मिति नजिकै छ। तयारीहरू साझा गर्नुहोस्। For support, contact helpdesk.",Safe,NP,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from PhishTank (verified phishing)) Sent from our secure servers.,Safe,EN,PhishTank (verified phishing) (sanitized)
Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from Enron (public corpus)) Sent from our secure servers.,Safe,EN,Enron (public corpus) (sanitized)
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Kaggle (phishing collections)) If you have questions, reply to this email.",Safe,EN,Kaggle (phishing collections) (sanitized)
"नमस्ते, आपकी बुकिंग सफलतापूर्वक पुष्टि हो गई है। विवरण संलग्न हैं।",Safe,HI,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from PhishTank (verified phishing)),Safe,EN,PhishTank (verified phishing) (sanitized)
"नोटिस: Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from HuggingFace (phishing datasets)) For support, contact helpdesk.",Phishing,HI,HuggingFace (phishing datasets) (sanitized)
"Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Safe,EN,SpamAssassin (public corpus) (sanitized)
"तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्। For support, contact helpdesk.",Phishing,NP,synthetic
"Your subscription has been renewed successfully. No action needed. For support, contact helpdesk.",Safe,EN,synthetic
"Delivery notice: A package is waiting for pickup at the local office. See attached slip. (sanitized sample from HuggingFace (phishing datasets)) If you have questions, reply to this email.",Safe,EN,HuggingFace (phishing datasets) (sanitized)
"Welcome to our newsletter! Here are this month's updates and tips. If you have questions, reply to this email.",Safe,EN,synthetic
"Your payment could not be processed. Update billing information here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
Welcome to our newsletter! Here are this month's updates and tips.,Safe,EN,synthetic
"Notification: Scheduled maintenance tonight. Services may be temporarily unavailable. (sanitized sample from PhishTank (verified phishing)) If you have questions, reply to this email.",Phishing,EN,PhishTank (verified phishing) (sanitized)
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
